ID;txt
1147-P8_7;por la practicidad de su plataforma
1149-P8_7;el horario de servicio de lunes a lunes
1154-P8_7;porque tengo una cuenta de guardadito
1158-P8_7;facilidad de que esta cerca de donde vivo
1174-P8_7;la tarjeta de debito
1188-P8_7;por la facilidad del banco
1214-P8_7;las comisiones minimas
1227-P8_7;no esta fiscalizado no tengo problemas por fiscalizar la mayoria de mis pagos no me pide monto minimo y no me genera interes de ningun tipo no da retribuciones ni tampoco te quita
1233-P8_7;me llamo la atencion de que lo veia en la tv por la tasa de interes no cobran tanto como en otros bancos
1237-P8_7;por mis ahorros para generar
1241-P8_7;porque abri una cuenta de ahorros
1262-P8_7;en ese tiempo daba facilidad de tener tarjeta y usarla sin tramites
1267-P8_7;la nomina
1276-P8_7;porque fue la unica opcion que encontre a mi necesidad era la cuenta que no me cobraba alguna tasa de interes por no hacer depositos constantemente o por tenerla activa
1284-P8_7;pues es de facil acceso y esta como para todo mundo
1293-P8_7;por su horario de servicio que tienen ellos es de nueve de la manana a nueve de la noche es muy bueno y practico porque puedo ir al banco a las ocho de la noche
1298-P8_7;porque me abri la cuenta por ahorro
1311-P8_7;el uso de una cuenta de ahorro
1316-P8_7;porque no batalle para sacar la tarjeta de debito
1317-P8_7;me depositaban la nomina
1332-P8_7;porque ahi guarda su dinero se le hace mas facil pagar con ellos
1336-P8_7;accesibilidad
1342-P8_7;por el horario de atencion que tiene abre todos los dias de 9 a 9
1362-P8_7;porque ahi tengo mis ahorros
1371-P8_7;por la cercania en su domicilio
1392-P8_7;por la beca de bienestar azteca
1428-P8_7;para recibir depositos de la beca del gobierno
1494-P8_7;tengo una tarjeta de ahorro fue muy facil de adquirir
1539-P8_7;apertura de nomina la empresa me abrio la cuenta
1552-P8_7;porque la comision es baja de ahorro
1568-P8_7;porque no hay manejo de cuenta ni comision por manejo de cuenta
1570-P8_7;me parecia atractivo que dieran una tarjeta para menores de edad porque ya el manejar mi tarjeta te hace ser mas independiente
1574-P8_7;lo accesible de la tarjeta
1577-P8_7;tengo cuenta de ahorro
1580-P8_7;me depositan dinero de otras empresas
1583-P8_7;por la aplicacion que es muy facil de manejar
1585-P8_7;por la facilidad en apertura de cuenta
1616-P8_7;por la facilidad de los creditos
1635-P8_7;por sus servicios rapidos y todos los dias hay banco
1636-P8_7;por la cuenta de guardadito
1642-P8_7;por el ahorro
1645-P8_7;porque ahi meti una tarjeta de guardadito
1658-P8_7;para pedir un prestamo
1680-P8_7;porque es mas cercano
1681-P8_7;porque ahi saca uno que una pantalla o un celular
1692-P8_7;me facilito mas el ahorro no me pedia mucho de primer ingreso abri la cuenta con poco dinero
1698-P8_7;porque no me cobran comisiones y porque no me piden un saldo minimo cada mes
1731-P8_7;no cobra tantas comisiones por la tarjeta
1732-P8_7;por la publicidad que se arrojaba en ese entonces
1754-P8_7;porque tengo cuenta de ahorro no cobra comision
1761-P8_7;hay muchas sucursales
1763-P8_7;por su aplicacion
1790-P8_7;apertura mejor horario de atencion
1791-P8_7;abri porque me iban a pagar en ese banco
1836-P8_7;caja de ahorros
1857-P8_7;por mi trabajo anterior
1874-P8_7;por prestamo siempre de acuerdo con el prestamo del banco azteca
1882-P8_7;por el comercial
1887-P8_7;empece porque tenia un negocio y aceptaban pagos de servicios
1893-P8_7;porque me da mas opciones de sucursales
1921-P8_7;que la mayoria de mis clientes maneja eso tienen cuentas en banco azteca
1950-P8_7;para hacer transferencias
1997-P8_7;porque fue donde abri la afore
2010-P8_7;por la facilidad en la banca movil facil de entender puedes comprar y vender dolares
2063-P8_7;recomendacion mi papa me dijo que sacara una cuenta ahi como de ahorro
2074-P8_7;ahi tengo cuenta de ahorros
2090-P8_7;me otorgaron credito en elektra
2091-P8_7;ahi abri una cuenta de guardadito
2099-P8_7;para retirar no te cobran comisiones
2127-P8_7;para ahorro personal
2139-P8_7;por la caja de ahorro le puedo meter el dinero que yo guste
2150-P8_7;porque hay muchas sucursales en toda la republica como me toca salir en todos lados hay me ayuda a trasferir de volada pagar a su esposa
2154-P8_7;compra de dolares
2177-P8_7;por su aplicacion es muy facil de usar
2199-P8_7;porque es un banco comun que muchas personas utilizan
2203-P8_7;por la facilidad de tener un limite de saldo ya que puedo tener 50 pesos y no me cobran comisiones
2215-P8_7;porque mi confianza la tengo en ese banco porque no te quitan dinero
2219-P8_7;porque no tiene tasa de interes el que tu tengas dinero guardado ahi
2223-P8_7;porque recibi una nomina ahi
2225-P8_7;porque era el mas practico para tener al momento para abrir la cuenta a traves de la app
2228-P8_7;porque no me cobra anualidad por tener dinero en una cuenta de ahorro
2230-P8_7;por mi beca
2241-P8_7;la nomina
2282-P8_7;porque pedi dinero prestado al banco y me fui con el
2284-P8_7;hay mas candados en sus cuentas tiene mas seguridad en la tarjeta de ahorro guardadito
2285-P8_7;porque es super barato no cobra comisiones
2292-P8_7;por el ahorro de la tarjeta
2300-P8_7;porque a las personas de bajos recursos les dan mas bajo ingreso la atencion en credito bancario prestamo personal
2303-P8_7;por la nomina
2314-P8_7;porque la tarjeta no te cobra por retirar tampoco por tener tu dinero y los demas bancos si
2327-P8_7;pasar mi nomina a banco azteca
2331-P8_7;porque es muy facil de manejar la cuenta el minimo de saldo es muy accesible y me gusta tanto la aplicacion la cuenta todo esta muy facil
2335-P8_7;por la cuenta de ahorro
2348-P8_7;por mi empleo
2359-P8_7;porque su plataforma es practica que se puede hacer todo rapido tiene hasta para hacer transferencias rapidas
2362-P8_7;porque es muy fiable
2394-P8_7;recibo la beca por cada cierto tiempo nos van depositando dinero
2405-P8_7;por una tarjeta de debito
2415-P8_7;porque en la residencia donde estaba era el unico banco cerca y se me hizo facil mas que nada por la practicidad
2416-P8_7;para guardar mis ingresos y porque su mama tambien es clienta de banco azteca le dijo saca tu tarjeta ahi y por eso
2429-P8_7;quise abrir una cuenta y estoy a gusto con ellos
2433-P8_7;por mi negocio
2436-P8_7;porque hay una sucursal cerca de su domicilio y eso le facilita las cosas
2437-P8_7;su servicio es completo
2438-P8_7;siempre esta disponible
2440-P8_7;baja tasa de interes
2471-P8_7;por la tarjeta de guardadito de debito
2473-P8_7;porque no cobran muchas comisiones por retiros o por tener tu dinero ahi
2484-P8_7;da un buen servicio en la app porque es rapida puedo hacer los movimientos en cualquier instante sin que se tarde en transferir pagar algunos servicios
2493-P8_7;tiene muchas sucursales cerca de donde este uno hay una sucursal
2515-P8_7;siempre he depositado ahi porque como es ahorro no me cobra comision en ese entonces yo todavia estaba trabajando como profe y muchos companeros me comentaron que estaba bien y empece a ahorrar en ese banco
2519-P8_7;por las becas para recibir el apoyo
2527-P8_7;tasas mas altas de inversion
2531-P8_7;el manejo de cuentas
2545-P8_7;me queda cerca de mi casa
2550-P8_7;porque no me cobran comisiones y esta abierta las 24 horas los 365 dias
2556-P8_7;por los prestamos y por los electricos que de dan
2562-P8_7;porque es mas facil el contrato
2572-P8_7;tengo tarjeta de nomina con ellos
2576-P8_7;por la beca
2578-P8_7;apertura una cuenta de ahorro y ya la hice como cuenta de depositos
2582-P8_7;accesibilidad de los productos en los creditos tengo el credito personal de la tienda
2597-P8_7;tipo de cuenta la atencion y no hay tanta gente
2606-P8_7;por la aplicacion es muy practica lo de la cara es muy rapido y credito entra rapido
2608-P8_7;por ahorro
2627-P8_7;haciendo historial crediticio estoy haciendo historial para que me den un credito mayor
2645-P8_7;por prestamos faciles
2651-P8_7;porque me gusta la atencion y cuenta de ahorro
2667-P8_7;porque lo requeria la empresa una cuenta de banco azteca ya que estan afiliados a ese banco de credito
2668-P8_7;por la facilidad que dan un prestamo
2671-P8_7;porque me dio la opcion de guardar dinero personal
2672-P8_7;te ofrecen muchas cosas varias tarjetas y servicios ahorro de vida seguro de vida tarjeta de credito vayas ahorrando dinero
2687-P8_7;porque le gusta la atencion muy atentos en atencion a clientes
2689-P8_7;porque se ajusta por los horarios de sabados y domingos es el que mejor me acomoda
2715-P8_7;guardar mi dinero
2725-P8_7;anteriormente ya tenia credito en un banco en banco azteca le dieron un credito de ahorro de poquito en poquito se le fue sumando mas dinero para poder gastar
2770-P8_7;para recibir la beca
2791-P8_7;porque ese fue el que me hizo elegir la prepa
2792-P8_7;porque saque mi afore
2813-P8_7;por la comodidad del banco que esta abierto hasta tarde por el horario
2815-P8_7;por los servicios que le ofrecen
2819-P8_7;el ahorro de dinero
2829-P8_7;es un banco muy sencillo de usar
2885-P8_7;porque realmente si da facilidades de pago y no he tenido problemas al ahorrar en la tarjeta
2903-P8_7;porque fue al primer banco al que fui fue el primero que encontre
2919-P8_7;por las sucursales hay mas y cierran mas tarde
2922-P8_7;por los horarios que hay hasta en la noche banco
2941-P8_7;mas facilidad en aplicacion y cuenta
2948-P8_7;credito por algun articulo
2952-P8_7;porque la recomendaron y facilita el tramite de credito es muy facil ahi
2953-P8_7;porque le gustaron los beneficios que tiene la caja de ahorro y seguro de vida le pueden hacer pagos por medio de oxxo
2995-P8_7;porque luego saco cosas en elektra y para hacer los pagos uso la app
3000-P8_7;porque me comentaron que es bueno ahi mi familia porque ya tiene mucho otros se pierden aparecen otros este nunca se ha perdido
3001-P8_7;porque hay apertura de ventanilla de domingo a domingo
3012-P8_7;por los establecimientos que estan cerca a la alcaldia tlahuac porque quedan cerca de mi casa por la comodidad de que esta cerca cuando voy a sacar dinero hay un banco que esta cruzando la calle
3015-P8_7;por ahorro ahi metia mis ahorros en banco azteca
3017-P8_7;por puro ahorro solamente
3020-P8_7;por el manejo flexible en el manejo de sus servicios no te cobran aperturas no te cobran comisiones
3024-P8_7;el horario ellos si trabajan hasta las 9 de la noche
3026-P8_7;pues es lo mejor con la tarjeta de ahorro puedes comprar en cualquier sucursal cualquier tienda
3030-P8_7;por la beca de benito juarez
3040-P8_7;porque es una tarjeta muy buena tiene buenas utilidades y es muy facil de usar
3044-P8_7;porque ahi me depositan mi beca
3045-P8_7;por la tarjeta de debito o pago me pagan a mi en esa tarjeta deposito de salario
3046-P8_7;para ahorrar dinero
3050-P8_7;unicamente por la beca
3055-P8_7;guardar mi dinero
3107-P8_7;es bueno en aplicaciones
3124-P8_7;por trabajo ahi percibo mi salario y demas cosas del trabajo porque me da oportunidad de hacer transferencias cuando quiero y como quiero se me hace buen banco
3127-P8_7;porque tiene tarjeta de guardadito que puedes tener tu dinero dentro de la cuenta sin necesidad de sacarlo
3136-P8_7;facilidad de transferencias
3141-P8_7;de cuenta de ahorro
3150-P8_7;porque me hacen depositos
3153-P8_7;por las facilidades que dan ya que cuando sacas una tarjeta a nivel nomina solo te cuesta la tarjeta
3182-P8_7;por mi cuenta de ahorro que tengo con ellos
3205-P8_7;el credito que me ofrecen ya que esta con elektra para darme credito debemos de estar con elektra
3215-P8_7;me dio una tarjeta de credito
3224-P8_7;para depositar sus ingresos
3231-P8_7;porque no cobra casi comisiones manejo de cuenta efectivo de ahorro
3239-P8_7;por lo cercano que me quedaba podia disponer en todo momento del servicio ya sea de la tienda o de los creditos y de todo eso para sacar un credito cuando ya tenia ahi mi cuenta para retirar dinero
3270-P8_7;porque mi afore estaba en banamex y me convino banco azteca porque me lo iba a dar en un ano con un rendimiento de 11
3402-P8_7;es facil hacer un abono o en este caso el de ahorro siendo el mas importante
3406-P8_7;por la cercania de donde vivo hay muchos bancos hay accesibilidad el banco esta a 10 minutos benefico para hacer depositos y retiros
3424-P8_7;porque mi mama saco su tarjeta y ella me lo recomendo
3445-P8_7;nsnr
3446-P8_7;por ahorro
3449-P8_7;por los creditos prestamos en efectivo y te prestan para comprar en cualquier tienda que acepte la tarjeta de banco azteca y ahorro
3454-P8_7;por la facilidad de retirar el dinero y por la aplicacion que me facilita lo que es los movimientos de retirar enviar dinero y todo sin ningun costo
3455-P8_7;porque me queda cerquita de mi zona trabajo para hacer pagos
3456-P8_7;porque me queda cerquita de mi casa
3460-P8_7;por los horarios que manejan porque es el unico banco que cierra hasta las 9 de la noche todos los dias sabados y domingos por la necesidad de cualquier aclaracion cualquier cosa con los ejecutivos de cuenta
3467-P8_7;son muy flexibles por ejemplo hay en casi todos lados es facil retirar no te piden gran cosa puedes abrir una cuenta hasta con 10 y no te estan molestando con llamadas lo mas que te llegan son mensajes para credito igual una vez tuve un robo de tarjeta y me solucionaron rapido todo llame al centro de atencion telefonica y me dijeron que me presentara en una sucursal me dieron una tarjeta e inmediatamente la bloquearon pues si por ejemplo aqui cerca hay uno por los lugares que he estado casi siempre hay uno pues nunca he tenido dificultades si no sirven los cajeros puedes ir a una ventanilla y con tu huella dactilar te proporcionan el dinero
3495-P8_7;nomina
3501-P8_7;porque tiene demasiadas sucursales porque para mi es mas facil realizar cualquier operacion retiros y depositos en banco azteca
3519-P8_7;no cobran nada por el uso de tarjeta
3534-P8_7;porque es para ahorrar de guardadito para poder ahorrar
3545-P8_7;por nomina y mi afore
3550-P8_7;porque pidio un credito departamental
3580-P8_7;por los servicios
3589-P8_7;por la facilidad de la cuenta la apertura
3608-P8_7;porque no te manejan el estado de cuenta en otros bancos si no tienes una cantidad de mas de 5000 pesos te cobran porcentaje
3620-P8_7;estan muy cerca de mi casa hay muchos elektra
3645-P8_7;porque me envian dinero de estados unidos y ahi te facilitan las tarjetas
3657-P8_7;hay facilidad de cajeros
3671-P8_7;por el credito en la tienda de elektra
3682-P8_7;por el credito monetario que me dan ya que puedo sacar mis cosas a pagos
3706-P8_7;es el banco por el cual me hacen unas transferencias
3716-P8_7;me gusta porque es un banco que esta hasta las 9 de la noche
3718-P8_7;por los intereses
3729-P8_7;cuenta de ahorro desde un peso no te piden un limite
3730-P8_7;para apoyo economico para la escuela lo da el gobierno
3732-P8_7;por cuenta de ahorros para asegurar mi dinero este seguro
3733-P8_7;porque me queda mas cerca de mi domicilio
3743-P8_7;por una cuenta de inversion y las tasas de interes yo estoy en cetes y casi siempre es mayor al 5
3751-P8_7;es un banco muy practico para hacer depositos
3789-P8_7;por deposito de beca
3791-P8_7;mejores prestaciones tiene afore
3793-P8_7;porque los creditos tarjeta de guardadito y debito
3798-P8_7;pues ha sido el banco familiar por muchos anos
3822-P8_7;pues es donde me depositan mi nomina
3830-P8_7;por su aplicacion porque si me funciona mejor la aplicacion de azteca casi no tiene fallas que si se pueden hacer transferencias en cualquier momento recargas y pagos de servicios
3837-P8_7;por cuenta de ahorro
3842-P8_7;por su facilidad de uso porque al momento de depositar o sacar dinero no hay tantas complicaciones en ventanilla
3843-P8_7;por tener otra opcion para depositar o transferir
3857-P8_7;facilidad de poder disponer de dinero la banca por la aplicacion es fabulosa
3877-P8_7;me gusta la disponibilidad de los cajeros para hacer retiros en cualquier lado encuentro tienda para hacer retiros o deposito y aparte no me cobran comision
3878-P8_7;porque tiene la tasa mas baja para inversion y facilidad de credito a la gente
3889-P8_7;su disponibilidad horarios
3892-P8_7;porque me ha demostrado que puedo tener mi dinero seguro y tengo disposicion sin comision
3909-P8_7;porque luego luego me dieron mi prestamo mi credito personal no te piden muchos requisitos al sacarlo
3912-P8_7;porque hay mas sucursales donde quiera puedo retirar
3949-P8_7;porque dan las tarjetas muy rapido
3955-P8_7;porque tiene horario mas accesible
3958-P8_7;por la nomina
3979-P8_7;porque no me cobra comision en su tarjeta de guardadito
3981-P8_7;cuenta de ahorro
3982-P8_7;el ahorro del dinero
4005-P8_7;por el horario y los dias
4009-P8_7;guardamos el efectivo
4029-P8_7;por los horarios que manejan en los servicios
4036-P8_7;por los movimientos que son mas practicos para mi como el retirar dinero
4049-P8_7;por los pagos de la empresa salario
4056-P8_7;pues porque no me ha fallado no tengo ningun problema pues que no te genera estados de cuenta tienes muy protegidas tus cuentas
4060-P8_7;por la tarjeta de credito me la proporcionaron sin tantos tramites ahi mismo en la sucursal de banco azteca en el area de atencion al cliente donde estan los ejecutivos ahi
4065-P8_7;para recibir mis ayudas economicas cuando me depositan lo de mi trabajo o me hacen algun otro deposito
4092-P8_7;por cuenta de ahorro
4127-P8_7;tenia que sacar otra cuenta
4131-P8_7;es muy accesible en los horarios
4143-P8_7;porque es eficiente en los tramites el pago de nomina
4144-P8_7;pension alimenticia porque me depositan la pension
4147-P8_7;que esta cerca de su casa
4150-P8_7;recibo mi pension
4151-P8_7;una opcion aparte opcional
4152-P8_7;por la urgencia la rapidez del tramite
4168-P8_7;por la facilidad es el que tenia mas a la mano sucursal cerca
4181-P8_7;por un credito
4183-P8_7;ahorro personal
4201-P8_7;por la beca
4205-P8_7;porque cierra mas tarde
4223-P8_7;porque ahi recibo cualquier transferencia
4235-P8_7;por su horario y su forma de trabajar
4250-P8_7;pues porque ahi lo escogi porque no te piden mucho dinero para abrir una cuenta
4253-P8_7;porque ocupaba una tarjeta para el trabajo ahi es mas facil tramitarla
4254-P8_7;por su caja de ahorro
4258-P8_7;porque es de ahorro la tarjeta
4277-P8_7;por la pension
4279-P8_7;guardar el dinero
4285-P8_7;por el horario me gusta del banco es mas extendido porque a veces por mi trabajo al horario que salgo ya no hay abiertos bancos y banco azteca es el unico que esta abierto
4298-P8_7;porque manejo algunas inversiones soy cliente preferente el manejo de inversiones que no son al publico inversion socio donde tengo mucho interes mas alto que en algunos bancos
4328-P8_7;por la cuenta de ahorro por la forma que se puede ahorrar solo meto el dinero ahi y ya
4329-P8_7;por ahorrar
4336-P8_7;caja de ahorro
4348-P8_7;por transacciones de la escuela
4350-P8_7;porque en ese momento necesitaba hacer transferencia y fue el que en ese momento se podia
4374-P8_7;por la beca
4379-P8_7;porque hay sucursales en todos lados
4409-P8_7;por sus prestaciones
4410-P8_7;por la beca ahi me la dan
4419-P8_7;por la beca y porque hay varias sucursales
4422-P8_7;por nomina que ahi le depositan
4430-P8_7;por el horario estan de 9 a 9 de lunes a domingo el banco
4431-P8_7;por el guardadito ahi me depositan mis patrones y saco en el cajero
4436-P8_7;por los creditos por el movimiento de mi tarjeta
4437-P8_7;su accesibilidad donde sea hay elektra
4452-P8_7;por facil para tramitar mi tarjeta
4458-P8_7;necesite un historial crediticio
4460-P8_7;para empezar a hacerme de mis cosas
4462-P8_7;por el pago de nomina
4463-P8_7;por el apoyo economico que recibo
4471-P8_7;por la cuenta cuenta de ahorro
4472-P8_7;porque ahi puedo ahorrar porque ahi me depositan
4473-P8_7;comprar cosas en linea
4476-P8_7;accesible las herramientas que da para utilizar tu cuenta la aplicacion movil
4504-P8_7;depositos familiares
4505-P8_7;porque fue la primera banca que visito y tuve oportunidad de trabajar con esa banca
4508-P8_7;la rapidez con que te dan el dinero en sucursal
4557-P8_7;porque simplemente necesitaba un banco popular para mis transferencias que hubiera en todos lados hasta en los pueblitos
4565-P8_7;sigue siendo de ahorro para mis estudios
4566-P8_7;por traspaso de cuentas o de ingresos
4567-P8_7;por tener una cuenta de ahorros
4568-P8_7;tarjeta de credito
4575-P8_7;para una cuenta de ahorro para tener ahi ahorrado
4605-P8_7;para sacar electrodomesticos y cualquier cosa ropa zapatos
4611-P8_7;guardar fondo de ahorro
4622-P8_7;porque me ofrecieron un credito y se me hizo muy bajo el interes
4644-P8_7;por la cuenta de ahorro guardadito se llama
4652-P8_7;para ahorrar dinero
4667-P8_7;para tener ahorros
4673-P8_7;no cobra uso anual de la tarjeta
4676-P8_7;por los cajeros que siempre estan disponibles para retirar dinero y no hay filas
4714-P8_7;no te cobran comisiones
4715-P8_7;porque tiene un horario muy flexible y accesible toda la semana la tasa de interes que me brinda es accesible para mi
4719-P8_7;la facilidad de que te den una cuenta ahi no pide mucho dinero para abrir una cuenta con 100 pesos se abre
4722-P8_7;por necesidad porque necesitaba una cuenta de ese banco por trabajo
4725-P8_7;por la facilidad que me proporciona el banco no me cobra la apertura ni la anualidad en la tarjeta de debito
4735-P8_7;cuenta de ahorro
4753-P8_7;porque su innovacion en la aplicacion en tecnologia es el primer banco que supe tenia la aplicacion tiene buena tecnologia es facil de usar y es facil hacer los movimientos tiene una cantidad infinita de movimientos no me limitan puedo hacer los movimientos que quiera
4758-P8_7;porque tambien me obligaron ahi me depositan parte de mi nomina
4773-P8_7;tienes muchas facilidades
4775-P8_7;por el extenso horario esta de las 8 a 9 pm
4784-P8_7;prestan rapido sin tanta bronca
4796-P8_7;por la beca
4810-P8_7;la cercania de mi localidad
4814-P8_7;abren todas las semanas
4820-P8_7;la aplicacion movil es muy facil de usar porque es muy practica puedo hacer todas las operaciones que necesito y no tengo que ir al banco transferencias y hay una que son sobres es tener dentro de tu misma cuenta tener subcuenta de ahorro
4842-P8_7;cuando mi papa fallecio me pidieron que sacara una cuenta en guardadito para que me depositaran lo de un seguro que me dejo mi papa
4887-P8_7;las facilidades que tiene encuentras un banco en cualquier lugar y puedes sacar dinero en el cajero
4913-P8_7;la hacen sus pagos de su trabajo
4915-P8_7;buen manejo que le dan a la cuenta porque ha crecido mi dinero ahi
4929-P8_7;por la necesidad economica gastos personales
4930-P8_7;la facilidad para hacer tramites para depositos y retiros en la aplicacion y en los cajeros
4937-P8_7;por la cercania es el unico al que no necesita trasladarse esta en la localidad para el pago a realizar un pago o depositos
4939-P8_7;porque es de ahorro
4940-P8_7;por tarjeta de credito
4951-P8_7;por la tasa de interes que maneja de afore siempre esta estable
4952-P8_7;la cercania esta cerca de mi domicilio
4978-P8_7;por el interes no tiene interes porque cuando pago ahorro no me cobran interes
5015-P8_7;porque me permite hacer retiros con huella que puedo acceder a ella que me pueden dar el efectivo sin presentar otro documento sin traerla con huella
5024-P8_7;porque es confiable no me generaba algun costo por guardar mi dinero
5056-P8_7;facilidades para sacar el dinero todos los dias
5067-P8_7;la tengo ahi el de guardadito porque dispongo en cualquier momento de la tarjeta de mi dinero y esa tarjeta entra donde sea hasta con la frontera con guatemala la utilice yo le tengo fe a esa tarjeta
5070-P8_7;porque ahorro
5071-P8_7;por las facilidades a la hora que te otorgan demostrandole los ingresos
5074-P8_7;depositos de becas
5084-P8_7;esta accesible su app esta facil de usar
5096-P8_7;por trabajo
5121-P8_7;porque tengo un credito personal
5131-P8_7;me gusta tener tarjetas porque tienen facilidades que puedo ahorrar en una y asi
5134-P8_7;porque no cobran intereses que no tengo que pagar intereses por manejo de cuenta ahorro
5140-P8_7;su tarjeta de debito no me genera costos por movimiento
5148-P8_7;porque esta cerca de mi casa
5155-P8_7;ahi me siguen pagando
5177-P8_7;porque hay muchas sucursales son mas rapidas las operaciones
5179-P8_7;la cantidad de cajeros que hay es facil encontrar un cajero
5193-P8_7;por el manejo del dinero por como puedo comprar cosas con la tarjeta y poder guardarlo sin perderlo
5197-P8_7;fue la necesidad de pagar mi matricula
5200-P8_7;por el guardadito
5231-P8_7;por el guardadito
5257-P8_7;porque me gusta banco azteca tiene cajas de ahorros me gusta la app
5274-P8_7;por depositos internacionales llegan mas rapido que a un banco normal
5278-P8_7;cuenta de ahorros
5281-P8_7;credito personal
5285-P8_7;porque la uso para ahorrar
5304-P8_7;para ahorrar para guardar dinero
5312-P8_7;fue la primera que me brindo servicio para una cuenta de ahorro
5360-P8_7;no he tenido ningun problema con mis saldos cuando deposito un cheque no me cobran mucha comision
5369-P8_7;facilidades que tiene en sucursales con mayor disponibilidad
5400-P8_7;por es el que esta mas cerca de mi domicilio
5431-P8_7;por mis ahorros por el dinero que puedo ir ahorrando lo puedo ir metiendo a la cuenta
5443-P8_7;por su facilidad en su cuenta
5445-P8_7;de debito
5461-P8_7;porque de lunes a domingo siempre esta disponible
5471-P8_7;porque donde quiera hay un banco a todas horas y todos los dias porque puedo disponer mi dinero a todas horas y en cualquier lado
5474-P8_7;tener una segunda opcion de banco por ejemplo en determinado momento tener un banco para hacer transacciones
5486-P8_7;porque es un buen credito y me habian hecho unos pagos de una empresa y ahi me mandan dinero de estados unidos
5501-P8_7;porque trabajo para una compania que exigen que sea esa tarjeta
5523-P8_7;porque tuve que abrir otra cuenta de ahorro
5568-P8_7;tampoco cobra intereses
5585-P8_7;para usarla como cuenta de ahorro solo para ocuparla para transferir dinero no para ocuparla para hacer pagos
5633-P8_7;porque me queda cerca porque me gusta tener las cosas cerca y me gusta tenerlas cerca de mi casa y trabajo
5646-P8_7;por la beca de la escuela
5666-P8_7;me queda cerca la sucursal
5705-P8_7;es confiable no tiene ningun problema me gusta su atencion
5711-P8_7;cuenta de ahorro
5797-P8_7;actualmente por la facilidad de cajeros la banca transferencias
5798-P8_7;porque no genera comisiones y los movimientos son rapidos desde la aplicacion o por lo menos le entiendo mas
5807-P8_7;porque me sirvio para mi beca porque era el que estaba mas disponible en mi pueblo porque habia una sucursal de azteca
5829-P8_7;porque abren los domingos
5838-P8_7;todos los productos que tiene la rapidez en la que te solucionan cualquier aclaracion los movimientos en la banca movil
5846-P8_7;horarios y simplicidad
5884-P8_7;fue la opcion que me dio mi madre para guardar mi dinero
5892-P8_7;por la beca ahi depositan el ingreso bimestral el gobierno
5893-P8_7;tengo mi fondo de ahorro en guardadito es seguro que tenga ahi mi ahorro aparte si yo llego a ahorrar me pueden dar como un interes y puedo incrementar mi fondo de ahorro
5894-P8_7;porque no cobra extra por ciento por las funciones de la aplicacion en algunos otros bancos te cobran por hacer algun movimiento y en banco azteca no cobran
5923-P8_7;fue porque esta cerca de donde vivo y mas accesible porque hay mas bancos en todos los lugares
5936-P8_7;pues para ahorrar una cuenta de ahorro no cobran por abrirla
5953-P8_7;tengo una sucursal cerca de mi domicilio y fue que decidi ahi abrir mi cuenta
5967-P8_7;porque cuando retiro dinero del cajero no me cobra comision
5973-P8_7;porque me da muchas condiciones mejores que otros no te cobra transacciones ni cosas asi
6001-P8_7;no me cobraron comision de apertura de la cuenta y la pude abrir con 100 pesos
6006-P8_7;me otorgaron un credito para muebles y saque una tarjeta de debito guardadito
6030-P8_7;es donde me realizan unos depositos foraneos del extranjero y la cercania
6065-P8_7;por la beca
6114-P8_7;porque ahi me depositan mi beca y se me facilita es mas facil que te llegue la beca y no meter tanto papeleo y estar en el telefono por eso se me facilita mucho
6139-P8_7;por la cuenta de ahorro
36-P8_8;sacar la tarjeta para ahorrar dinero
51-P8_8;dan mejores precios de credito
56-P8_8;porque me gustan las tasas de interes
63-P8_8;por facilidad de horario
102-P8_8;por los beneficios que me ofrece por prestamos no cobra tantos intereses
105-P8_8;me queda mas cerca
107-P8_8;me regalaron una tarjeta bancoppel
121-P8_8;para tener la tarjeta de credito
141-P8_8;porque la facilidad que tiene uno de que va y saca mercancia y adentro estan las instalaciones del banco
195-P8_8;me la ofrecieron y me convencieron
215-P8_8;da mas facilidades para abrir una cuenta y necesitaba una cuenta para la devolucion de impuestos
216-P8_8;es el unico que no exige un saldo permanente
238-P8_8;no me cobra intereses cuando guardo el dinero no me esta cobrando no me quita el dinero se mantiene
240-P8_8;porque abri una tarjeta de nomina y me sirve para ahorrar puedo ingresar dinero a mi tarjeta y no me lo absorbe el banco
243-P8_8;el credito le es facil sacar un credito con ellos a pesar de no tener historial
248-P8_8;me dijeron que no habia que pagar anualidad
265-P8_8;no le carga tantas comisiones o transferencia que realizo
281-P8_8;dinero seguro por seguro de desempleo
309-P8_8;porque es mas practico y porque es mas cerca
355-P8_8;porque buscaba tramitar una tarjeta para ahorro
383-P8_8;por necesidad economica
396-P8_8;por el credito la tarjeta de credito
442-P8_8;accesibilidad de los pagos y amabilidad del personal
456-P8_8;tarjeta no cobra comision al usarla
458-P8_8;para ahorrar
464-P8_8;por los creditos para sacar productos
466-P8_8;porque trabajo en coppel
475-P8_8;es muy facil ocupar la aplicacion
524-P8_8;por los depositos
540-P8_8;por el ahorro
544-P8_8;porque me manda dinero a esa tarjeta
547-P8_8;por cuenta de ahorro
548-P8_8;por la cuenta de ahorro
591-P8_8;por su facilidad de los prestamos y del credito
595-P8_8;por la ropa y por lo productos que tienen adentro
596-P8_8;por la atencion al cliente
598-P8_8;porque me fian en la tienda
640-P8_8;para que me esten depositando mi nomina
674-P8_8;para que me hagan mis depositos a mis clientes se les facilita depositar en coppel
682-P8_8;por su horario de servicio
